dest room|bill room|date|time|#orders|menu id
S50|S50|2016-03-04|15:01:00|1|15
S53|S53|2016-03-17|06:40:00|5|14
S58|S58|2016-03-18|11:52:00|4|2
restaurant|S63|2016-03-18|18:59:00|1|1
restaurant|L26|2016-01-16|16:23:00|2|5
S69|S69|2016-03-13|23:51:00|4|2
S49|S49|2016-01-29|17:57:00|4|3
L27|L27|2016-01-26|16:41:00|1|14
L27|L27|2016-01-25|12:49:00|3|13
restaurant|L27|2016-01-23|17:47:00|4|9
restaurant|L27|2016-01-21|19:05:00|1|2
L27|L27|2016-01-25|10:45:00|4|2
L30|L30|2016-03-19|06:26:00|5|13
L30|L30|2016-03-20|16:33:00|3|5
S29|S29|2016-03-21|10:35:00|1|9
S30|S30|2016-03-20|04:12:00|2|10
S53|S53|2016-01-30|08:46:00|3|6
restaurant|S71|2016-01-29|23:03:00|4|14
S72|S72|2016-01-28|03:49:00|2|1
restaurant|S67|2016-03-26|03:32:00|1|6
restaurant|S68|2016-03-29|19:20:00|4|5
restaurant|S91|2016-03-27|08:09:00|5|9
S92|S92|2016-03-29|15:40:00|3|2
restaurant|D35|2016-03-09|03:46:00|1|8
restaurant|L16|2016-02-25|04:17:00|1|5
L28|L28|2016-01-23|08:05:00|1|4
restaurant|L4|2016-03-27|20:20:00|5|2
restaurant|L10|2016-03-03|15:19:00|4|15
L26|L26|2016-01-15|23:25:00|2|8
restaurant|L26|2016-01-16|21:14:00|2|11
restaurant|L26|2016-01-14|16:26:00|4|10
restaurant|S25|2016-01-07|08:59:00|5|4
restaurant|S27|2016-01-06|13:06:00|5|11
restaurant|X20|2016-03-12|13:23:00|1|14
L27|L27|2016-01-11|00:02:00|1|8
restaurant|L27|2016-01-18|21:31:00|4|13
restaurant|L27|2016-01-11|02:24:00|5|9
L27|L27|2016-01-18|03:03:00|4|11
L27|L27|2016-01-16|00:32:00|1|5
restaurant|L28|2016-01-12|04:27:00|1|15
L28|L28|2016-01-15|11:55:00|5|5
restaurant|L28|2016-01-09|05:45:00|3|6
restaurant|L28|2016-01-12|06:23:00|3|6
restaurant|L28|2016-01-16|17:11:00|5|2
restaurant|L28|2016-01-18|09:09:00|2|8
L13|L13|2016-02-05|10:08:00|2|5
restaurant|S33|2016-02-25|14:49:00|1|14
X31|X31|2016-03-27|22:34:00|1|13
restaurant|S29|2016-01-06|18:25:00|2|4
restaurant|S30|2016-01-07|06:29:00|4|9
L29|L29|2016-01-26|02:36:00|3|2
L29|L29|2016-01-28|11:20:00|4|3
L29|L29|2016-01-24|23:55:00|1|3
L30|L30|2016-01-26|05:11:00|3|7
L30|L30|2016-01-25|22:18:00|5|1
restaurant|L30|2016-01-31|08:48:00|5|0
restaurant|L30|2016-01-30|09:25:00|5|8
L30|L30|2016-01-31|12:06:00|2|10
L30|L30|2016-01-24|23:23:00|1|4
restaurant|L29|2016-01-14|09:32:00|4|0
restaurant|L29|2016-01-14|00:55:00|5|4
restaurant|L29|2016-01-08|12:17:00|3|9
S81|S81|2016-02-15|17:00:00|3|13
restaurant|S82|2016-02-11|10:09:00|1|2
S82|S82|2016-02-14|03:03:00|5|3
restaurant|S35|2016-01-07|05:46:00|4|14
restaurant|S35|2016-01-05|13:20:00|5|0
restaurant|S36|2016-01-02|13:05:00|1|13
restaurant|S36|2016-01-10|05:16:00|2|7
S34|S34|2016-02-26|19:33:00|1|6
S35|S35|2016-02-27|03:54:00|4|11
restaurant|S36|2016-02-29|02:58:00|3|8
restaurant|S54|2016-02-09|21:07:00|1|0
restaurant|S55|2016-02-10|16:27:00|1|8
restaurant|L13|2016-02-14|00:56:00|1|11
restaurant|L13|2016-02-14|06:21:00|5|0
N69|N69|2016-03-03|03:16:00|2|10
S35|S35|2016-03-31|05:00:00|3|4
restaurant|S35|2016-03-31|09:15:00|1|0
restaurant|S36|2016-03-30|05:03:00|2|11
L32|L32|2016-03-17|14:39:00|2|11
restaurant|S38|2016-04-04|14:47:00|2|9
restaurant|S39|2016-04-01|21:08:00|2|3
S90|S90|2016-01-10|13:00:00|4|2
S93|S93|2016-01-07|17:57:00|2|0
L33|L33|2016-03-16|06:52:00|2|1
restaurant|S96|2016-03-20|04:28:00|1|14
restaurant|S97|2016-03-19|07:59:00|3|12
S38|S38|2016-02-23|05:50:00|4|3
restaurant|L5|2016-01-21|00:29:00|3|14
L15|L15|2016-02-03|20:01:00|3|9
restaurant|S43|2016-02-24|06:26:00|3|6
S44|S44|2016-02-23|11:21:00|5|2
S46|S46|2016-02-22|00:09:00|3|15
restaurant|L18|2016-02-25|15:01:00|4|8
L19|L19|2016-02-25|17:48:00|2|12
restaurant|L15|2016-02-16|05:52:00|5|8
restaurant|L15|2016-02-11|19:43:00|1|8
L15|L15|2016-02-14|12:37:00|3|4
restaurant|L15|2016-02-16|08:41:00|4|15
restaurant|L15|2016-02-12|21:44:00|5|2
restaurant|L15|2016-02-12|04:44:00|1|6
L24|L24|2016-02-03|14:01:00|1|8
restaurant|S87|2016-02-10|00:09:00|2|8
L5|L5|2016-03-06|19:58:00|1|14
restaurant|L5|2016-03-04|23:06:00|1|10
S47|S47|2016-02-24|22:11:00|1|5
S48|S48|2016-02-23|01:27:00|1|3
restaurant|S49|2016-02-26|02:42:00|3|10
restaurant|S50|2016-02-20|09:08:00|4|4
restaurant|S50|2016-02-20|19:12:00|2|12
restaurant|L31|2016-01-20|14:35:00|2|11
L31|L31|2016-01-21|16:54:00|5|5
restaurant|L31|2016-01-26|00:09:00|2|11
L31|L31|2016-01-21|13:06:00|5|15
restaurant|S56|2016-03-02|12:46:00|1|11
restaurant|S57|2016-03-07|01:55:00|5|7
S57|S57|2016-03-13|09:32:00|3|0
restaurant|S57|2016-03-03|04:44:00|3|11
L25|L25|2016-01-18|16:48:00|5|14
restaurant|L25|2016-01-16|06:53:00|1|6
restaurant|L22|2016-01-31|18:33:00|5|9
L22|L22|2016-01-26|07:30:00|1|0
restaurant|L22|2016-01-27|13:32:00|5|15
L17|L17|2016-02-21|03:36:00|2|15
restaurant|S36|2016-02-15|10:12:00|1|4
restaurant|S100|2016-03-22|08:11:00|2|4
S102|S102|2016-03-25|16:15:00|2|9
restaurant|S103|2016-03-24|20:47:00|4|3
restaurant|S104|2016-03-23|01:05:00|4|11
restaurant|L31|2016-03-23|16:24:00|5|5
L31|L31|2016-03-22|10:21:00|3|5
restaurant|L31|2016-03-18|12:36:00|3|6
L16|L16|2016-03-21|04:14:00|2|10
restaurant|L23|2016-03-21|13:48:00|3|10
restaurant|S40|2016-01-22|09:06:00|4|14
N72|N72|2016-01-14|21:41:00|5|0
L32|L32|2016-01-21|03:28:00|4|12
restaurant|L32|2016-01-21|01:01:00|2|2
L6|L6|2016-03-12|04:15:00|4|4
restaurant|L6|2016-03-14|04:35:00|1|13
restaurant|L6|2016-03-12|09:18:00|1|7
S58|S58|2016-03-08|14:58:00|1|15
L32|L32|2016-03-06|00:09:00|3|2
restaurant|L32|2016-03-06|17:55:00|5|9
restaurant|L33|2016-03-07|15:55:00|4|12
restaurant|L33|2016-03-07|19:52:00|4|1
N63|N63|2016-01-01|11:04:00|3|15
restaurant|L35|2016-03-15|08:54:00|5|10
L36|L36|2016-03-18|18:43:00|4|4
restaurant|L36|2016-03-15|07:26:00|1|14
N25|N25|2016-01-28|22:04:00|1|5
restaurant|D28|2016-02-13|16:06:00|5|11
restaurant|L30|2016-01-09|07:33:00|5|8
L30|L30|2016-01-10|08:47:00|1|1
restaurant|L30|2016-01-11|23:37:00|1|14
L30|L30|2016-01-13|09:52:00|5|9
L30|L30|2016-01-14|15:59:00|4|13
restaurant|L30|2016-01-14|20:58:00|4|5
restaurant|L30|2016-01-08|19:46:00|1|4
restaurant|L16|2016-02-16|18:34:00|1|9
restaurant|L16|2016-02-19|12:22:00|5|11
L16|L16|2016-02-20|23:48:00|3|5
restaurant|L18|2016-02-20|16:28:00|3|13
restaurant|L18|2016-02-18|19:49:00|3|15
L18|L18|2016-02-17|10:23:00|1|12
restaurant|L33|2016-01-23|22:20:00|5|15
restaurant|L19|2016-02-15|23:00:00|1|0
L19|L19|2016-02-15|21:47:00|5|1
restaurant|S33|2016-03-13|07:08:00|5|9
L50|L50|2016-03-25|21:35:00|1|1
L24|L24|2016-01-10|10:27:00|3|6
N27|N27|2016-01-14|07:26:00|1|13
restaurant|S62|2016-01-29|11:31:00|1|14
S41|S41|2016-01-24|23:15:00|2|3
restaurant|S42|2016-01-21|13:49:00|4|9
S42|S42|2016-01-22|18:23:00|3|15
restaurant|S44|2016-01-22|16:25:00|5|9
S57|S57|2016-01-21|07:56:00|1|0
restaurant|S57|2016-01-21|06:53:00|3|10
X24|X24|2016-02-06|12:06:00|4|10
restaurant|L35|2016-03-10|08:20:00|2|14
restaurant|L35|2016-03-11|06:06:00|3|8
L35|L35|2016-03-09|22:32:00|5|11
L35|L35|2016-03-14|17:27:00|3|12
restaurant|L35|2016-03-13|18:19:00|4|0
L25|L25|2016-02-06|16:49:00|3|3
restaurant|L12|2016-01-04|07:55:00|3|4
restaurant|L12|2016-01-03|06:02:00|2|11
restaurant|L12|2016-01-07|00:44:00|5|0
L13|L13|2016-01-03|18:16:00|2|2
S79|S79|2016-03-11|13:04:00|5|13
restaurant|S80|2016-03-11|11:38:00|1|6
restaurant|S81|2016-03-11|19:38:00|1|7
restaurant|S45|2016-01-26|20:17:00|5|12
S45|S45|2016-02-07|12:46:00|1|10
S45|S45|2016-02-02|00:23:00|3|2
restaurant|S45|2016-02-07|02:42:00|2|5
S46|S46|2016-02-07|12:02:00|1|13
restaurant|S46|2016-02-01|12:21:00|3|7
restaurant|S46|2016-01-23|15:15:00|1|2
S46|S46|2016-02-02|23:24:00|1|5
S46|S46|2016-01-25|14:21:00|2|11
S47|S47|2016-01-25|22:18:00|5|2
restaurant|S47|2016-02-06|00:12:00|5|1
restaurant|S47|2016-02-08|15:06:00|4|9
restaurant|S47|2016-02-04|15:11:00|4|8
L36|L36|2016-03-06|03:23:00|5|9
restaurant|L36|2016-03-04|06:01:00|3|15
restaurant|L36|2016-03-05|01:51:00|1|15
restaurant|L36|2016-03-06|10:04:00|4|11
restaurant|L36|2016-03-05|22:41:00|2|0
L36|L36|2016-03-09|12:16:00|5|3
restaurant|L14|2016-01-02|23:31:00|1|7
L15|L15|2016-01-02|12:38:00|5|4
L12|L12|2016-03-01|22:25:00|3|0
restaurant|S40|2016-03-30|03:30:00|5|3
S41|S41|2016-03-31|10:54:00|4|12
L16|L16|2016-01-12|11:23:00|2|3
L16|L16|2016-01-11|14:09:00|4|9
restaurant|L17|2016-01-12|07:32:00|2|9
restaurant|L52|2016-03-25|17:52:00|5|14
restaurant|L37|2016-03-17|14:27:00|5|0
restaurant|L38|2016-03-17|06:38:00|2|7
restaurant|L38|2016-03-18|04:32:00|3|12
L20|L20|2016-02-14|08:16:00|3|10
S51|S51|2016-02-26|21:49:00|3|7
restaurant|L41|2016-03-03|15:52:00|5|13
restaurant|L32|2016-01-12|22:43:00|3|4
L32|L32|2016-01-11|17:59:00|1|8
S56|S56|2016-02-10|01:21:00|1|10
S57|S57|2016-02-04|19:01:00|5|0
restaurant|S58|2016-02-06|05:56:00|1|5
restaurant|S58|2016-02-08|06:22:00|3|5
S146|S146|2016-03-27|17:00:00|2|10
restaurant|S59|2016-02-06|12:28:00|5|1
restaurant|S60|2016-02-08|13:23:00|2|5
restaurant|N58|2016-02-15|03:34:00|5|5
N59|N59|2016-02-17|01:34:00|4|9
restaurant|N31|2016-01-21|09:52:00|2|15
N32|N32|2016-01-20|14:46:00|2|14
S63|S63|2016-02-10|11:24:00|2|5
S64|S64|2016-02-10|10:02:00|1|15
L18|L18|2016-01-02|06:16:00|2|7
restaurant|L18|2016-01-04|19:34:00|2|2
restaurant|L18|2016-01-04|18:51:00|3|10
restaurant|S39|2016-02-17|04:21:00|1|11
S39|S39|2016-02-18|16:05:00|2|9
restaurant|L33|2016-02-21|12:02:00|1|6
restaurant|L33|2016-02-21|21:37:00|4|5
restaurant|L20|2016-01-09|08:11:00|3|13
restaurant|L20|2016-01-07|19:36:00|4|7
restaurant|S65|2016-02-09|19:30:00|1|5
restaurant|S66|2016-02-10|23:42:00|1|11
restaurant|S48|2016-01-23|00:10:00|2|7
restaurant|S50|2016-01-19|23:46:00|5|12
S51|S51|2016-01-20|02:19:00|4|1
restaurant|S82|2016-03-16|18:32:00|4|2
S83|S83|2016-03-17|14:43:00|4|5
S84|S84|2016-03-15|11:23:00|1|8
restaurant|S53|2016-02-27|21:43:00|5|7
L22|L22|2016-02-17|06:30:00|4|6
restaurant|L22|2016-02-23|07:13:00|2|5
L22|L22|2016-02-18|04:17:00|3|2
restaurant|L22|2016-02-22|06:09:00|3|4
restaurant|D31|2016-01-18|11:03:00|3|0
restaurant|S86|2016-02-10|17:14:00|2|14
S97|S97|2016-02-14|18:31:00|1|4
S114|S114|2016-01-12|09:14:00|1|5
S115|S115|2016-01-10|15:25:00|1|7
restaurant|L34|2016-01-26|15:12:00|1|13
restaurant|L34|2016-01-23|15:31:00|3|8
restaurant|S116|2016-01-08|11:00:00|3|3
restaurant|S116|2016-01-17|00:39:00|5|10
restaurant|S117|2016-01-08|03:39:00|4|0
restaurant|S117|2016-01-17|15:38:00|2|10
restaurant|L52|2016-03-09|19:01:00|3|5
L52|L52|2016-03-11|05:58:00|1|8
restaurant|L52|2016-03-09|22:46:00|2|7
S81|S81|2016-01-28|07:47:00|3|6
restaurant|S83|2016-01-28|04:17:00|1|9
restaurant|S84|2016-01-26|05:45:00|4|6
restaurant|S85|2016-01-27|12:19:00|1|14
L34|L34|2016-01-13|09:38:00|1|0
L34|L34|2016-01-13|22:57:00|3|7
L34|L34|2016-03-26|21:40:00|2|7
L34|L34|2016-03-25|01:02:00|2|3
L34|L34|2016-03-20|16:18:00|1|11
restaurant|S106|2016-03-05|07:43:00|2|15
restaurant|S107|2016-03-04|16:14:00|3|0
S68|S68|2016-01-14|10:42:00|3|6
restaurant|S76|2016-01-14|21:02:00|1|1
restaurant|L23|2016-02-22|07:28:00|5|10
S53|S53|2016-01-28|00:07:00|5|5
restaurant|S55|2016-01-22|17:48:00|1|2
L21|L21|2016-01-08|19:56:00|2|5
restaurant|L58|2016-01-13|02:31:00|5|7
restaurant|L58|2016-01-13|09:21:00|2|6
restaurant|L59|2016-01-15|06:44:00|4|6
restaurant|S119|2016-01-10|23:41:00|4|4
restaurant|S107|2016-03-24|18:49:00|4|15
S108|S108|2016-03-24|12:52:00|5|0
restaurant|S64|2016-03-06|14:35:00|1|8
restaurant|S65|2016-03-05|08:35:00|5|1
restaurant|L40|2016-01-17|07:44:00|5|11
L24|L24|2016-03-21|10:56:00|2|6
S54|S54|2016-03-11|08:08:00|4|0
restaurant|S61|2016-03-14|14:31:00|3|13
S61|S61|2016-03-10|02:40:00|1|11
restaurant|S62|2016-03-14|00:50:00|5|0
L37|L37|2016-03-06|15:43:00|5|2
S68|S68|2016-03-12|14:43:00|1|14
restaurant|S69|2016-03-12|18:20:00|3|15
S69|S69|2016-03-10|14:39:00|5|3
restaurant|S69|2016-03-07|00:48:00|2|13
S71|S71|2016-03-03|04:46:00|3|15
restaurant|S71|2016-03-06|23:17:00|5|11
L45|L45|2016-02-23|20:34:00|2|0
restaurant|S36|2016-02-12|07:16:00|1|13
S37|S37|2016-02-13|01:14:00|4|6
S64|S64|2016-02-13|08:41:00|1|1
L13|L13|2016-03-02|01:49:00|2|12
restaurant|L38|2016-03-07|22:34:00|1|6
restaurant|S66|2016-02-13|12:40:00|2|7
restaurant|S67|2016-02-12|08:38:00|3|7
restaurant|L39|2016-03-14|09:30:00|2|8
restaurant|L39|2016-03-17|14:18:00|4|3
restaurant|L39|2016-03-20|06:17:00|5|13
L39|L39|2016-03-15|12:14:00|4|6
N89|N89|2016-02-03|21:21:00|1|14
restaurant|N91|2016-02-05|00:12:00|1|5
N92|N92|2016-02-07|00:42:00|3|5
restaurant|L23|2016-02-28|16:46:00|2|7
L23|L23|2016-02-27|05:22:00|2|3
restaurant|S86|2016-03-15|19:31:00|2|5
restaurant|S86|2016-03-18|10:43:00|1|15
S90|S90|2016-03-12|13:21:00|1|9
X50|X50|2016-01-22|00:11:00|2|2
L35|L35|2016-01-23|10:46:00|2|15
L35|L35|2016-01-23|09:57:00|4|5
L35|L35|2016-01-22|15:18:00|5|8
restaurant|L35|2016-01-28|11:19:00|4|13
restaurant|L36|2016-01-27|11:28:00|5|8
restaurant|L19|2016-01-04|13:29:00|4|14
restaurant|S69|2016-02-11|09:06:00|5|5
L35|L35|2016-03-26|19:57:00|5|3
restaurant|L35|2016-03-26|01:10:00|2|0
restaurant|L35|2016-03-28|20:56:00|4|7
restaurant|S72|2016-02-11|17:41:00|4|13
S73|S73|2016-02-09|15:10:00|2|9
restaurant|S63|2016-01-30|02:47:00|4|8
restaurant|S63|2016-01-31|03:17:00|1|1
S66|S66|2016-02-01|08:59:00|3|3
S66|S66|2016-02-03|21:49:00|2|2
S67|S67|2016-02-02|16:37:00|3|2
restaurant|S67|2016-01-31|04:40:00|1|1
S103|S103|2016-02-14|05:14:00|3|0
restaurant|N132|2016-03-19|03:26:00|3|4
S42|S42|2016-02-19|21:48:00|2|11
S111|S111|2016-03-22|16:07:00|2|8
restaurant|S69|2016-02-01|05:31:00|2|14
restaurant|L41|2016-03-17|14:07:00|2|10
L41|L41|2016-03-20|04:37:00|1|14
L41|L41|2016-03-17|18:54:00|4|9
restaurant|L41|2016-03-19|23:26:00|1|13
restaurant|L39|2016-03-06|14:31:00|5|4
restaurant|L39|2016-03-07|16:46:00|3|1
restaurant|L39|2016-03-02|07:11:00|3|0
restaurant|L39|2016-03-07|09:59:00|5|13
restaurant|L39|2016-03-05|17:09:00|3|1
restaurant|L39|2016-02-29|20:05:00|5|2
L41|L41|2016-03-07|05:55:00|5|3
L41|L41|2016-03-12|08:19:00|4|7
restaurant|L41|2016-03-07|21:30:00|1|3
restaurant|L41|2016-03-10|19:03:00|5|12
restaurant|S44|2016-03-30|05:23:00|4|14
S45|S45|2016-03-31|04:32:00|1|13
L37|L37|2016-01-23|15:01:00|1|6
S88|S88|2016-02-06|04:05:00|1|7
restaurant|S89|2016-02-04|08:02:00|2|14
restaurant|S97|2016-02-05|13:58:00|1|0
S98|S98|2016-02-07|09:47:00|2|4
restaurant|L22|2016-02-12|10:14:00|5|3
restaurant|L23|2016-02-04|23:41:00|2|9
restaurant|L23|2016-02-04|04:18:00|2|0
S49|S49|2016-02-14|23:37:00|1|2
S74|S74|2016-03-11|04:09:00|1|2
S74|S74|2016-03-07|17:46:00|3|3
restaurant|S61|2016-01-21|21:34:00|1|13
restaurant|S62|2016-01-23|18:19:00|4|6
L42|L42|2016-03-04|03:04:00|3|10
restaurant|L42|2016-03-07|03:11:00|4|15
restaurant|L42|2016-03-06|06:52:00|2|10
restaurant|L42|2016-03-09|04:23:00|1|14
L33|L33|2016-01-11|12:02:00|2|1
restaurant|L21|2016-01-06|15:54:00|2|13
L15|L15|2016-02-20|04:08:00|1|10
restaurant|X51|2016-01-27|00:11:00|4|11
restaurant|L17|2016-03-27|14:28:00|4|3
S54|S54|2016-01-18|10:09:00|1|6
S55|S55|2016-01-18|01:45:00|2|12
restaurant|L30|2016-02-06|14:16:00|1|15
restaurant|L30|2016-02-05|12:08:00|5|4
restaurant|L49|2016-02-06|18:28:00|3|7
restaurant|L49|2016-02-04|08:15:00|2|13
restaurant|L42|2016-03-16|11:12:00|2|9
restaurant|L42|2016-03-16|08:56:00|3|13
restaurant|S63|2016-01-23|18:06:00|1|13
S63|S63|2016-01-21|19:56:00|3|15
restaurant|S63|2016-01-28|13:03:00|1|10
S63|S63|2016-01-18|22:51:00|1|12
restaurant|S64|2016-01-28|22:43:00|2|6
restaurant|S64|2016-01-23|02:15:00|5|15
S64|S64|2016-01-14|12:13:00|2|5
S64|S64|2016-01-11|01:33:00|4|12
restaurant|S65|2016-01-23|08:21:00|1|15
restaurant|S65|2016-01-12|02:08:00|3|11
S65|S65|2016-01-17|15:14:00|3|5
S66|S66|2016-01-20|02:51:00|2|2
restaurant|S66|2016-01-26|05:27:00|3|5
restaurant|S66|2016-01-22|22:37:00|5|0
L30|L30|2016-01-21|08:08:00|3|8
restaurant|L30|2016-01-22|06:03:00|1|12
L43|L43|2016-03-03|07:33:00|4|5
L43|L43|2016-03-07|23:37:00|3|15
L27|L27|2016-02-24|12:20:00|5|3
restaurant|L27|2016-02-19|22:46:00|2|5
restaurant|L27|2016-02-20|19:40:00|1|5
restaurant|L28|2016-02-19|21:26:00|5|13
L33|L33|2016-03-12|16:13:00|1|12
L43|L43|2016-03-11|05:27:00|2|13
restaurant|N104|2016-02-17|02:57:00|2|1
restaurant|N105|2016-02-21|11:20:00|4|11
S88|S88|2016-02-12|04:13:00|5|14
restaurant|L2|2016-01-06|12:10:00|1|7
L24|L24|2016-02-13|23:04:00|2|13
restaurant|S99|2016-02-05|22:55:00|4|15
restaurant|S120|2016-02-05|03:12:00|1|6
L60|L60|2016-01-13|12:40:00|2|3
L29|L29|2016-02-25|06:01:00|3|0
restaurant|L29|2016-02-23|21:58:00|1|6
restaurant|L29|2016-02-25|13:58:00|1|13
L29|L29|2016-02-23|18:26:00|4|15
restaurant|L30|2016-02-22|09:34:00|2|0
restaurant|L30|2016-02-22|22:59:00|5|10
L38|L38|2016-01-22|22:59:00|5|12
restaurant|L38|2016-01-23|09:44:00|1|6
S63|S63|2016-02-28|12:52:00|1|3
restaurant|S64|2016-03-02|14:05:00|1|11
restaurant|L21|2016-02-19|01:28:00|3|14
L36|L36|2016-01-12|13:12:00|1|13
restaurant|S68|2016-01-21|07:12:00|1|13
S69|S69|2016-01-24|02:53:00|1|2
S126|S126|2016-01-07|02:18:00|4|14
restaurant|S127|2016-01-08|15:20:00|4|6
restaurant|S133|2016-01-08|04:59:00|1|5
restaurant|S134|2016-01-07|15:17:00|2|3
restaurant|S135|2016-01-10|00:38:00|2|14
restaurant|S59|2016-02-25|08:28:00|3|12
restaurant|L44|2016-03-10|21:50:00|2|10
L44|L44|2016-03-05|11:16:00|3|5
L44|L44|2016-03-08|13:16:00|4|5
restaurant|L24|2016-02-10|23:04:00|3|4
S62|S62|2016-02-26|22:09:00|5|4
restaurant|L25|2016-02-09|22:25:00|1|12
restaurant|S78|2016-01-16|06:32:00|1|9
S79|S79|2016-01-16|04:29:00|3|1
S68|S68|2016-03-01|00:41:00|4|3
S69|S69|2016-02-29|02:43:00|1|11
restaurant|N116|2016-03-22|16:11:00|1|13
restaurant|L39|2016-03-28|10:53:00|3|9
restaurant|X22|2016-04-04|06:17:00|3|5
L11|L11|2016-03-13|10:18:00|4|12
restaurant|L26|2016-01-28|02:56:00|1|12
restaurant|L27|2016-01-31|02:42:00|4|0
restaurant|L27|2016-02-02|18:43:00|3|12
L43|L43|2016-03-17|03:10:00|3|10
S74|S74|2016-01-20|02:56:00|5|8
S80|S80|2016-01-19|21:13:00|1|12
L24|L24|2016-03-30|16:45:00|1|13
L24|L24|2016-03-28|21:27:00|2|13
restaurant|L45|2016-01-17|08:41:00|2|8
X45|X45|2016-02-10|07:45:00|3|3
restaurant|X46|2016-02-11|01:10:00|4|13
restaurant|L28|2016-01-31|08:19:00|4|8
restaurant|L46|2016-03-10|06:51:00|4|15
restaurant|L25|2016-04-03|17:01:00|3|9
restaurant|L25|2016-04-01|13:33:00|4|6
restaurant|L50|2016-02-06|19:15:00|4|14
L50|L50|2016-02-05|17:09:00|2|12
L26|L26|2016-02-06|18:50:00|4|12
restaurant|L26|2016-02-08|11:55:00|3|4
S50|S50|2016-02-14|15:56:00|3|14
restaurant|S50|2016-02-18|23:12:00|2|9
S50|S50|2016-02-12|04:22:00|3|1
S51|S51|2016-02-19|04:45:00|5|12
restaurant|S51|2016-02-14|14:44:00|2|5
S51|S51|2016-02-21|12:01:00|4|14
S52|S52|2016-02-12|09:54:00|2|3
L44|L44|2016-03-13|17:42:00|5|5
L44|L44|2016-03-18|00:47:00|4|1
restaurant|L44|2016-03-12|15:05:00|1|7
N90|N90|2016-01-15|07:34:00|2|2
N91|N91|2016-01-16|05:54:00|1|9
N92|N92|2016-01-06|16:59:00|4|10
restaurant|L36|2016-03-24|19:11:00|3|5
L36|L36|2016-03-23|05:56:00|4|6
restaurant|S93|2016-03-11|00:10:00|2|9
restaurant|S93|2016-03-11|01:11:00|1|15
S95|S95|2016-03-15|13:44:00|4|5
S95|S95|2016-03-11|13:15:00|5|4
restaurant|S82|2016-02-06|10:06:00|5|7
restaurant|S83|2016-02-09|15:25:00|2|10
restaurant|S84|2016-02-05|21:52:00|4|5
S85|S85|2016-02-06|16:26:00|2|0
restaurant|L15|2016-03-05|23:48:00|1|14
S26|S26|2016-03-10|01:52:00|5|2
S27|S27|2016-03-12|07:16:00|5|15
restaurant|X29|2016-03-14|19:37:00|3|7
restaurant|L37|2016-03-22|07:16:00|1|14
restaurant|L38|2016-03-26|17:01:00|5|3
restaurant|X34|2016-02-23|07:34:00|2|6
restaurant|L26|2016-04-03|18:47:00|2|13
L26|L26|2016-03-30|11:36:00|2|7
L39|L39|2016-01-25|18:54:00|4|6
restaurant|L39|2016-01-24|21:45:00|4|4
restaurant|L40|2016-01-23|03:36:00|5|15
restaurant|L40|2016-01-22|19:21:00|1|9
restaurant|S73|2016-02-01|20:49:00|2|10
S74|S74|2016-02-02|03:31:00|1|15
restaurant|L39|2016-03-25|13:26:00|2|6
L39|L39|2016-03-22|16:09:00|5|5
L39|L39|2016-03-25|21:52:00|3|3
restaurant|L37|2016-01-14|03:56:00|4|2
L60|L60|2016-02-04|12:24:00|4|14
restaurant|L60|2016-02-06|00:34:00|4|12
restaurant|L61|2016-02-05|15:15:00|1|10
restaurant|L34|2016-01-21|06:17:00|1|12
L34|L34|2016-01-18|21:12:00|1|12
L34|L34|2016-01-18|04:42:00|1|11
restaurant|L28|2016-02-05|16:33:00|1|3
restaurant|L28|2016-02-05|05:10:00|3|4
restaurant|S45|2016-01-06|04:07:00|4|3
restaurant|S46|2016-01-06|06:15:00|3|1
restaurant|S47|2016-01-06|16:31:00|1|9
S48|S48|2016-01-06|23:58:00|2|8
restaurant|S79|2016-03-06|02:54:00|5|9
S80|S80|2016-03-06|05:37:00|1|3
L35|L35|2016-01-19|21:27:00|1|1
restaurant|L35|2016-01-14|00:20:00|3|9
restaurant|L35|2016-01-16|13:39:00|1|0
restaurant|L15|2016-02-02|06:00:00|5|7
restaurant|S84|2016-01-14|17:04:00|2|14
restaurant|S85|2016-01-13|19:03:00|1|2
restaurant|S120|2016-01-16|07:37:00|5|11
restaurant|L27|2016-03-25|08:51:00|3|13
restaurant|L27|2016-03-30|14:05:00|3|6
restaurant|S50|2016-01-02|16:39:00|3|5
restaurant|S52|2016-01-07|07:50:00|1|10
S52|S52|2016-01-08|09:29:00|3|2
restaurant|S53|2016-01-05|10:29:00|4|0
D41|D41|2016-03-04|08:24:00|1|10
restaurant|S106|2016-02-16|06:56:00|3|12
S107|S107|2016-02-13|19:01:00|5|5
restaurant|L41|2016-01-22|19:28:00|2|11
S84|S84|2016-03-06|13:20:00|1|14
restaurant|S85|2016-03-09|19:09:00|4|1
restaurant|S56|2016-01-01|13:37:00|3|1
S57|S57|2016-01-01|02:24:00|3|2
S57|S57|2016-01-01|15:04:00|2|6
S58|S58|2016-01-05|09:15:00|4|3
restaurant|S58|2016-01-07|13:56:00|4|9
L29|L29|2016-01-17|11:24:00|5|9
restaurant|L29|2016-01-16|14:47:00|4|14
restaurant|L31|2016-01-18|15:35:00|2|10
S134|S134|2016-01-17|22:20:00|4|3
S135|S135|2016-01-21|03:28:00|1|1
S135|S135|2016-01-15|11:52:00|1|5
restaurant|S135|2016-01-16|23:18:00|3|15
